1,1,09/04/2021,Mumbai Indians,MA Chidambaram Stadium,8,8,8.00,,0,,,0,,,,27 years 312 days
2,2,18/04/2021,Kolkata Knight Riders,MA Chidambaram Stadium,1,9,4.50,,0,,,0,,,,27 years 321 days
3,3,27/04/2021,Delhi Capitals,Narendra Modi Stadium,31,40,13.33,,0,,,0,,,,27 years 330 days
4,4,30/04/2021,Punjab Kings,Narendra Modi Stadium,31,71,17.75,,0,,1,1,,,,27 years 333 days
5,5,26/04/2022,Rajasthan Royals,Maharashtra Cricket Association Stadium,16,87,17.40,,0,,,1,,,,28 years 329 days
6,6,30/04/2022,Gujarat Titans,Brabourne Stadium,52,139,23.17,,0,,1,2,,,,28 years 333 days
7,7,04/05/2022,Chennai Super Kings,Maharashtra Cricket Association Stadium,21,160,22.86,,0,,1,3,,,,28 years 337 days
8,8,08/05/2022,Sunrisers Hyderabad,Wankhede Stadium,48,208,26.00,,0,,1,4,,,,28 years 341 days
9,9,13/05/2022,Punjab Kings,Brabourne Stadium,26,234,26.00,,0,,,4,,,,28 years 346 days
10,,19/05/2022,Gujarat Titans,Wankhede Stadium,-,234,26.00,,0,,,4,,,,28 years 352 days
11,10,25/05/2022,Lucknow Super Giants,Eden Gardens,112*,346,38.44,,0,,1,5,,,,28 years 358 days
12,11,27/05/2022,Rajasthan Royals,Narendra Modi Stadium,58,404,40.40,,0,,,5,,,,28 years 360 days
13,12,22/03/2024,Chennai Super Kings,MA Chidambaram Stadium,0,404,36.73,,0,,2,7,,,,30 years 295 days
14,13,25/03/2024,Punjab Kings,M Chinnaswamy Stadium,18,422,35.17,,0,,,7,,,,30 years 298 days
15,14,29/03/2024,Kolkata Knight Riders,M Chinnaswamy Stadium,3,425,32.69,,0,,,7,,,,30 years 302 days
16,15,02/04/2024,Lucknow Super Giants,M Chinnaswamy Stadium,29,454,32.43,,0,,,7,,,,30 years 306 days
17,,06/04/2024,Rajasthan Royals,Sawai Mansingh Stadium,-,454,32.43,,0,,,7,,,,30 years 310 days
18,16,11/04/2024,Mumbai Indians,Wankhede Stadium,50,504,33.60,,0,,,7,,,,30 years 315 days
19,17,15/04/2024,Sunrisers Hyderabad,M Chinnaswamy Stadium,9,513,32.06,,0,,,7,,,,30 years 319 days
20,18,21/04/2024,Kolkata Knight Riders,Eden Gardens,52,565,33.24,,0,,1,8,,,,30 years 325 days
21,19,25/04/2024,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,50,615,34.17,,0,,,8,,,,30 years 329 days
22,,28/04/2024,Gujarat Titans,Narendra Modi Stadium,-,615,34.17,,0,,,8,,,,30 years 332 days
23,20,04/05/2024,Gujarat Titans,M Chinnaswamy Stadium,2,617,32.47,,0,,,8,,,,30 years 338 days
24,21,09/05/2024,Punjab Kings,Himachal Pradesh Cricket Association Stadium,55,672,33.60,,0,,,8,,,,30 years 343 days
25,22,12/05/2024,Delhi Capitals,M Chinnaswamy Stadium,52,724,34.48,,0,,,8,,,,30 years 346 days
26,23,18/05/2024,Chennai Super Kings,M Chinnaswamy Stadium,41,765,34.77,,0,,,8,,,,30 years 352 days
27,24,22/05/2024,Rajasthan Royals,Narendra Modi Stadium,34,799,34.74,,0,,,8,,,,30 years 356 days
28,25,22/03/2025,Kolkata Knight Riders,Eden Gardens,34,833,34.71,,0,,,8,,,,31 years 294 days
29,26,28/03/2025,Chennai Super Kings,MA Chidambaram Stadium,51,884,35.36,,0,,,8,,,,31 years 300 days
30,27,02/04/2025,Gujarat Titans,M Chinnaswamy Stadium,12,896,34.46,,0,,,8,,,,31 years 305 days
31,28,07/04/2025,Mumbai Indians,Wankhede Stadium,64,960,35.56,,0,,,8,,,,31 years 310 days
32,29,10/04/2025,Delhi Capitals,M Chinnaswamy Stadium,25,985,35.18,,0,,1,9,,,,31 years 313 days
33,,13/04/2025,Rajasthan Royals,Sawai Mansingh Stadium,-,985,35.18,,0,,,9,,,,31 years 316 days
34,30,18/04/2025,Punjab Kings,M Chinnaswamy Stadium,23,1008,34.76,,0,,,9,,,,31 years 321 days
35,31,20/04/2025,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,12,1020,34.00,,0,,,9,,,,31 years 323 days
36,32,24/04/2025,Rajasthan Royals,M Chinnaswamy Stadium,1,1021,32.94,,0,,1,10,,,,31 years 327 days
37,33,27/04/2025,Delhi Capitals,Arun Jaitley Stadium,6,1027,32.09,,0,,,10,,,,31 years 330 days
38,34,03/05/2025,Chennai Super Kings,M Chinnaswamy Stadium,11,1038,31.45,,0,,,10,,,,31 years 336 days
39,35,23/05/2025,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,18,1056,31.06,,0,,,10,,,,31 years 356 days
40,36,27/05/2025,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,14,1070,30.57,,0,,,10,,,,31 years 360 days
41,37,29/05/2025,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,15*,1085,31.00,,0,,,10,,,,31 years 362 days
